id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-1720,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,solution,قدّم قطعتي ( Qit3ati) حلاً رقميًا عمليًا من خلال بناء منصة موحدة تجمع قاعدة بيانات للأجهزة وقطع الغيار مع واجهة بحث واضحة ونظام إدارة متكامل. يتيح ذلك للمستخدمين التحقق من التوافق بسرعة، بينما يمنح الإدارة أدوات فعالة لتنظيم البيانات وتحديثها وإدارتها بسهولة. كما أن دعم استيراد Excel ونظام الاشتراكات والحماية متعددة الطبقات يجعل المنصة أكثر جاهزية للاستخدام الفعلي والتوسع المستقبلي.,"Qit3ati provides a practical digital solution through a unified platform that combines a database of devices and spare parts with a clear search interface and an integrated administration system. Users can verify compatibility quickly, while administrators get effective tools to organize, update, and manage data easily. Excel import, subscriptions, and multi-layer protection further prepare the platform for real-world use and future growth.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1721,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,results[0].label,تقليل أخطاء التوافق,Fewer Compatibility Errors,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1722,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,results[0].value,توفير نظام بحث وتحقيق يساعد على الوصول إلى القطعة الصحيحة بسرعة ودقة,A search and verification system that helps users reach the correct part quickly and accurately,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1723,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,results[1].label,إدارة مركزية للبيانات,Centralized Data Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1724,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,results[1].value,لوحة تحكم متكاملة لتنظيم المستخدمين والخطط والعلامات التجارية والبيانات الأساسية,"An integrated dashboard for organizing users, plans, brands, and core data",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1725,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,results[2].label,كفاءة تشغيل أعلى,Higher Operational Efficiency,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1726,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,results[2].value,استيراد البيانات عبر Excel وتوثيق API وحماية المسارات يعزز من سهولة الإدارة والتكامل,"Excel imports, API documentation, and route protection improve administration and integration",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1727,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,features[0],نظام بحث وتحقق من توافق قطع الغيار يتيح للمستخدمين البحث في الأجهزة والعلامات التجارية وأنواع القطع، والتحقق من مدى توافق القطعة مع الجهاز المطلوب.,"A spare-part compatibility search and verification system that lets users search devices, brands, and part types and verify whether a part is compatible with the required device.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1728,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,features[1],نظام مصادقة متكامل مع حماية دقيقة للمسارات.,Integrated authentication with granular route protection.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1729,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,features[2],لوحة إدارة متكاملة تمكّن المسؤولين من إدارة المستخدمين والخطط والعلامات التجارية والبيانات الأساسية بسهولة من خلال واجهة عملية ومنظمة.,"An integrated admin dashboard that enables administrators to manage users, plans, brands, and core data through a practical, well-organized interface.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1730,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,features[3],دعم استيراد البيانات من ملفات Excel بصيغ xlsx و xls، مما يسهل إدخال البيانات وتحديثها بشكل أسرع وأكثر كفاءة.,"Excel data import supporting xlsx and xls formats, making data entry and updates faster and more efficient.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
